time,tx_index,vin_sz,hash,vout_sz
1259625429,44584,1,e5c77ad907ac8dc1e0b3cc23357b6c8cff8ec26efecfbc1a95374b86f0bc99f6,1
1259625358,44583,1,2950ec5be29eefe0f13d1951360e3b22a1b0e590565193e1879eb56b83c966fd,1
1259623429,44582,1,83fc6ea0bdf0cdc5156a0bcedd7cfcea2db9ab7ea3337899e20666c2640543ea,1
1259620577,44581,1,4a9b4d92bb17040b30ee6f615da14d4bceb9cb887ea3fdad872a96107ef65201,1
1259620554,44580,1,92a27a941fc441f582e2c5f37f6a046f97470bd099de8355547102815f117668,1
1259620121,44579,1,114d30f2c26f4314de1a32f2f49969968e27ba53a4d8fd196476f0e934814dc9,1
1259617227,44578,1,07576ced059a7b1557311dd2ca6d66ad34543804666c6ab99fcc1706b8f7b3d1,1
1259617024,44577,1,e6fa1a746540f2d3fe0b9f68e79455b09d91d9f34e4556954712468c1b069e7a,1
1259613629,44576,1,356bd723cf753489b2abfe44fd9bb526e119da22268cc03806ad3e5d1406de0d,1
1259612344,44575,1,1623d7110a9b69c7248f933b92d0acd516026e28763a7f9c70bd9690d025fab8,1
1259611042,44574,1,e1ec46a4bc9c7127b343b8b061d6551eda1d388ad8e50f4c40412f68cb0e46c8,1
1259610425,44573,1,050c8594974e7e0e4e23663f8fe6e37786055a3d519247f6d8486fb54b1a9016,1
1259609616,44572,1,67b5066b36e94f3dba921f677a6a3845c01f4e964ad9430c4a5443e658472b55,1
1259608888,44571,1,9d9fbc3a5efdaf7ba9b48c250de9bbd5d61758dd548f14aa9ee2403aeddd5e9f,1
1259608429,44570,1,00c427cc918780a91ee7a1b498c1f09b6571ef1ac792c76f70f6882ce00f0421,1
1259607349,44569,1,3d604878bfc3122cdc43de18d332d61219297dcc0279f923ffbfe9672abda1db,1
1259606805,44568,1,7f875789aa90258221071f00e0babc44c2ac341a5834729702142956722f70cc,1
1259604360,44567,1,1ca90f6fd38e577c1c8a5f89f5c502db916791d0f00715700f073b4cafe3a2a4,1
1259599880,44566,1,bc8e40e53e155dd5f695cd3c9c17333a3e786a450c03c3417e9365ac7679f50c,1
1259599654,44565,1,561c525df4641fa7112bad77609644241f560042b8cdb8402e5b2881dcb3cb3e,1
1259599651,44564,1,5086526d6d610d1516770e5dadcebd3e7ff1644d82af108f36f4d9ce49ed9e2d,1
1259599154,44563,1,2dc0e284a526d7fbff300d972e40a8e7d24b950cf3f1341ae42f55f8135333f4,1
1259598622,44562,1,fac61e35c713a7f44aefaf880c4c26ef4c9c96a786fb3352e5d0a1c1edaf15bd,1
1259597580,44561,1,77da0c29790b19da13ca48629445df9b48acf662c5be386f35531d940fc6a289,1
1259595592,44560,1,bc44ef7671a3d02bdd8a06cf50d687b8ee2dea3920aed50b196de85c3863569b,1
1259593966,44559,1,cfc9a723bf35c6c6a640b01f9f6d5fd8d3c04228fcec0122d03c2892f3f1c42d,1
1259592991,44558,1,e3e5bf33320f71d59809f300af267a4182b6565f54b9dcc6005e0d520dc77617,1
1259592774,44557,1,e9b56be4d975564309026df159f0d35f628be27697015f628da85bfe644b2aef,1
1259591750,44556,1,526d152d13d626cfb7eb514caaf46769663d870304605e4024797b5dc8a333d1,1
1259590385,44555,1,91d35be786445a16867c90e870ecbb17aba88bae5ee2ae3c0179b527454d1eeb,1
1259589913,44554,1,6547e88745a89189f80c40cd23f34a5113610f7102b15590770f81ec3fe87f59,1
1259589016,44553,1,5b6e29458f8360ece48b6647f9539eea3c9863b060b50a7620aba218a60b54a6,1
1259588946,44552,1,41ee9ce1ed61b104ca3abd442ceb230a284e831bdd5f3349129594de6cf61028,1
1259588634,44551,1,3e8f18ee511ee39a6ddd879e72c293f08ca4ba61faf9ccce289c6e933e437a93,1
1259587439,44550,1,7fe06295f7b27faa73be90be199002fcb358337586a5f81b1e3a3365df8439b3,1
1259586702,44549,1,67dfcdada09b34a735cb71902c452320ad1aa93ab8453c150a781ef3aa6940e4,1
1259586268,44548,1,f825bb430b7530757123fd240ca35680ffb9df9e5984a937b6133dea6fe6429b,1
1259584311,44547,1,fef4a51c4b4d2f18684d63fa783b6cd484b426864669473e9406b427ba0482db,1
1259583740,44546,1,264e3cb03d767ec9c30c0809fa18f0dba1c4c1c0879811095d9df6414d5ecd35,1
1259582968,44545,1,be618814f9ad1aba5e04927c665804f5517d6ec59f69532df525b12184e310c4,1
1259582557,44544,1,3072fe86da50b629d98988f0bfd857b0b479f743877f666149a7cd82fd648ed0,1
1259578893,44543,1,474e27342b8d6ff4bd0176401fe4aa217b45d4ff538ec59306bf860f4b47352c,1
1259575425,44542,1,cd89c4ce10edededcaab9dbba115fde6040cc9b35b2256487402527fff4068e8,1
1259574459,44541,1,a891b824c1f670f180d2542c31a7b3b6b3ee2174be792a1d6f70be15e1dda570,1
1259571843,44540,1,b308f7836f9a708b8d9b6322a81eb9fcc98ca2522e3a872d3c78d51b7b8e5cde,1
1259570606,44539,1,f515660c964747c52ca1eb6ced52b1ccce206c3872219a87fe815b3fc35324cb,1
1259570124,44538,1,55f2e6d1469233ec76c39ce6cd8f47cb107452acbb95ad45f1994a762623754e,1
1259569612,44537,1,835131bee31fcd88152713b658b3771f564fdad6135300fa211bc0f04b295ef2,1
1259568706,44536,1,1a9c4c31ecea0b8bf21e46b29bdb1a0a00a155c56a42787275ba9011eb57bf43,1
1259566257,44535,1,5b607af7e0c49d66db8ea4b6013b34be5276571c4f346824d9f9fe3144c5db1d,1
1259564983,44534,1,988ebba3e57d9ff867f843b5dd3ba082d5a1cc8d9d35c94a46dd3d7970c65667,1
1259563957,44533,1,1fc8f6e45f9b14720442ba37c1f2eef78627ce24b438eb648c9d26b59a747f19,1
1259561722,44532,1,f97bf20929228ffee77e351cce31df62a57555c0d1443d9a560fc229e96122e2,1
1259561172,44531,1,e042c3caeb77b2d23efd2d44d6ada5aeb1b486f14418bd1e972e860bf75e1619,1
1259559876,44530,1,90bb4ca79b2fa747ed3e2de794b89a973d444056cad75ab94e28150404e03615,1
1259559586,44529,1,92f1668d1ed833d48ed482bc2de86b6a9a7544390c95170663c700266d9a8689,1
1259559349,44528,1,4489fcf04b81d0a3618d1d442bd5f7b4da005415a01fda7dde88151dc48058b3,1
1259556691,44527,1,2339b85a062c9035e411f8ff6e0caeb0d894c92a901d16c3739cbc4949c54e4f,1
1259556076,44526,1,6a0c671626ad44157212b841f769f368f94afb97375149d7a8505e9c5cfd94f1,1
1259556036,44525,1,05274ae4b274fea979534d0f26fb53124fc075a778e27acc3055025940317d9f,1
1259555254,44524,1,6018cc07d1242a18e2400193edafce3b0974ac6888b76a5678f9f932a8be3c8e,1
1259552990,44523,1,07287d5a9a6f01c504dd742517555786c4862e7e4988a3cf189b8c5961487c1f,1
1259552291,44522,1,e3de806cee4d4e740302e3e1514dec42c63fa62b3741d5c34e0398980d2112fc,1
1259551905,44521,1,d5f7c292a0ed483717a12cf1109f47b8d8c779706dd166509f4c8f4303981afc,1
1259550496,44520,1,b0cce6d68a840cb424da9b90b85ebdf9c7746c4376c9f9455a285324678bde27,1
