time,tx_index,vin_sz,hash,vout_sz
1298936167,323493,1,022bc53e3a09d355328b0c4ea829f439f805551440b1e3ebc4c340617f8ef1d1,1
1298936167,323486,10,86d38b8ce9364006a1a2a875baa0f7252e0781434be12bf409bf896a627d3482,1
1298936167,323487,1,581ee5fbe985acee8ca058ad6876028c760c0c7baa1f62303e0562466cd091fc,2
1298936167,323488,1,ed8913cff6421dfe4b52833b2ae22a9d15c0d77463cdf1d1a65b28858c037c9f,2
1298936167,323485,1,167036af79989ac553800902ad0c0cdd110eb93b3ca7840a1b3a80a997a3f96c,2
1298936167,323489,1,fa99bbac7a9fc59592c2917400af4968ea76271f22c68db3ae0bea8ab44535f5,2
1298936167,323490,1,7dfae4b60b5fcc0e491f2738a8d6a4b1fdc1d107fa5900fce8229f891920f8e1,2
1298936167,323492,1,62ea90485f8628ab2ae17025fa9e1669a6d4a65734d0e877355e71536e95251d,2
1298936167,323491,1,02c035b60d313987d6c87e51572ea58b377d89c10eb52e84c9f2589af17e46c4,2
1298935807,323484,1,69497ac17e2363003b51a17be71fd8d1bbf663d32aaaf32959e71502ef1de72d,1
1298935807,67415,1,74dbee395c14f14e94ecb47920c950ae4e8fa585212f60d9898a9d80d0014c83,2
1298935807,323477,1,5e2b5aa35ba5a88091bf047d8a1648f2e092c21da9e3b91ebd20fba1aaa15c87,2
1298935807,323475,1,0b3158254fd97fe0f1621fd03a12561f7feeab8b60bc7553857a0c611704f755,2
1298935807,323476,1,42b80c3d7acebd79e9d30622640fca5f9f7a6e7b85217e1f0428509486412bec,2
1298935807,323479,1,ba3d2e8f0962bdeb13aefa78ac06857f4a71a133ef5aa72da379c5a5f6a0544f,2
1298935807,323483,1,b886ca3d2cf2ab97d5df5148c37161d77effc3e7fbb10fa724aca4f07cdc193c,2
1298935807,323478,2,9bd3f9e193f16e44bf26499a32e90d94995b45078f87176ad82b95bad1b5ab9d,2
1298935807,323481,1,b09d98c9cfe372355cbedf3988460466c961553bc684daf9513b54e37cbbb565,1
1298935807,323480,1,94d9985bc633ef9d1fe15b2e0b569b14a4d64824a186798c2e1bb2cdc654cf08,1
1298935807,323482,2,b29dae9fef457efa9f03d7aac42066b2fc3b9b5a6aefabc44a155ce37db97ad1,2
1298935318,323474,1,a07111e4ebbe1b39089a136ae399e0ec3fa9fc72c4f0999cb7629ef3b828538d,1
1298935318,323466,1,9e35f661dee73e9da4a5ca9d7a51d5d0874bb7624b2e4a518064f323c866fb6b,2
1298935318,323468,15,c3617e09b9ff8852483f0dc22ae7c2f6356b654550dadb79b78d7558729bedc4,2
1298935318,323467,2,c71a56ab71ccc6d44860eee21d882509e4a5b128d19881f75a842362c38a7ee9,2
1298935318,323470,2,6a5c3dc4234a1b1d01233f9f20e703f1ae0f1731edf179f2b44da97f3c97a528,2
1298935318,323469,2,be499505b3f0eeb6aba76b45cb0a78e4404ad9e8d7c77c40ba12d30f3ce1b385,2
1298935318,323471,1,0de14764a72422f0d764ab986f0d0a912f37bc43a66de50c79820554010d88e7,2
1298935318,323473,1,d58259052b1ddc1a721fb8b47d050420c3c6954a9aed61786c886c9ac1acabc9,2
1298935318,323472,1,582b29a18114af4b1a5c3f34414e9ce50e52ac69aa7dc6729af23d5b3c8c8203,2
1298934106,323465,1,1f04fe203f5fffe37ff36c6e07197f7e5573eeeb172616fc383c2ce129b132e6,1
1298934106,323453,1,2942a9722e8ac7b21bba5999503362b9bfadb07af905bcdd440e8db3e7d2b8c0,1
1298934106,323454,1,b711de318937e55c535d576743650e0b51769286a43f300cb08f68c39ae9be5b,1
1298934106,323456,1,577f21f2ad647e8709ab84a5f97626f591e0f18ddd754b6e33c0760d5a3d3864,2
1298934106,323455,1,41a6c3cc5338bca0db5f06dc7b5a3442a78cd0547a513980d27db8543099e261,2
1298934106,323459,1,79190ccb98ae567b042711521ca60c6c3315d6d8a955cc6f86d296f5afefc99a,2
1298934106,323457,1,e8e2b2507cfaee087bae8d9e03233f73314ea70b4f13e40470b9ed4fc871ceea,2
1298934106,323460,1,854c368297cf0365a7814df67e80999bcf68c329d434a127ff90e5d235373cc1,2
1298934106,323458,1,92aa93af0551999b1b610bef666254ff7681d018f9d9e7d51feb9d614d8fc00b,2
1298934106,323461,1,b90644474572bd2c985cf9e545c56853a2b7995b4d3bac6e6bd93de689056332,2
1298934106,323462,1,7701ba08cafdd5769595eda3ff1178c8078e35febb10f81ac151349b53a07485,2
1298934106,323464,1,8b448d29910c435791c28d2d91732553920db23e1c6fc29f793d683edbfc220d,2
1298934106,323463,1,648f71b9b965e595684bc6bfd180b647d8fed8591eed6c79c8b167b3d3e6f6cd,2
1298933686,323452,1,1be8007d7f39db5ec69d9326ebe8991c5b0122bc88086c6e84fd521900574f5e,1
1298933686,323448,9,87ee1a030e720eea8fb288bba2072d874bc16b99eacaae4c895c491bb86f3ebd,1
1298933686,323446,1,c6904ad11acd5dcef7b1daced40e92b8919cfe21c895b46010c8798235e5b1fc,2
1298933686,323447,1,07dfe3e85895ffaff54c6e07aabc9c4cc86007b7d1f292c37fa863387672eb84,2
1298933686,323449,1,e301e990c5e95676b21d505250aebacfe0b355e3db79b0ffb9faff91174acd5a,2
1298933686,323450,1,1aeacdafc4b8f45868891b949e7de0083be11720645f4c17bbcb912235377911,2
1298933686,323451,1,232d4afd041cc662b6e6cc12f9c009fe48285524a0b0cda1ac4c858bb3d327c5,2
1298933522,323445,1,4bb7958ed55c3e0fe7033a69079e40a6370897f630f936e15d6b59adc4af44df,1
1298933522,323437,1,e625b0ef377e34ab4b66bdeae01469374ad17188e1a729747ac111d9d0c47c0d,2
1298933522,323435,2,3a28665ccd535272444e110888a452b454b5d805de563d8a13e3a6478a7ea499,2
1298933522,323436,2,9bb9b3668229abb868182200d60506ebd1d732894ae55228ea9c63231e8d2adc,2
1298933522,323438,1,b8a46da22fe78cefa3c6c30e5686c59a7918af25096982bdfb4fb9e68bf314cb,1
1298933522,323434,1,5d9306c271979a655a187223559268ab2568dff5126d3364d747f01b5ff25005,1
1298933522,323443,1,02b6b87f39df8179d8bb0fee46645b5901c4b3b3ae843b259f2beb48bab33ac5,2
1298933522,323439,1,7fe00177cbe54c349cce1f357c76cd3941b9d342d151f30bc974c6b3e51e2a03,2
1298933522,323441,1,5e3a2b1fc54f331e5d5f854db05c3c784fc3621e2d8508ca029059fee981f39c,2
1298933522,323440,1,bb5ca212971188d102e790b8198129c3289fae6d6ce752e80b659b50c26f563d,2
1298933522,323442,1,1c0bbc8528cc9c86504d7792f37c10f336cf04a7bafec70a0beeb017b253cac5,2
1298933522,323444,1,4305c79b570cc2fb603c6690a3667ace02bd9f156c399dde7debe7c19311d82d,1
1298932442,323433,1,ec156fa393d189a90133428df8726fd5098517dbb359cee3617c9636dfacb71d,1
1298932442,99667,1,da24d3c91b17a61e0e301d5e47914b29a2d543c237bfb24a897195525e50d951,2
1298932442,323412,1,36bbad7c592f46f6af79f461d9ea0fb3bb13a6e6a897c891fe2a206c814d415e,2
1298932442,323415,12,409e4ccdfbca7f928c444a9bdfe68500cc8645d3ec720b0f740a0072a2bb1fd1,2
1298932442,323413,2,6bc53fe87ff4b0280e69ad8454cc51911ccb7be256199ab0b8ff73e217462a01,2
1298932442,323414,1,d6cbfbdeb06cf514f39bdeebd16cc5cbbfc813a61688b685ba3b7f21828303ae,2
1298932442,323416,1,937ada86319c165200bc25621219908f0dacf8ffb35f067064b0c700529e966a,2
1298932442,323431,1,7571ca7dc843a14eae78b21b2034304e3bb3ce385401a02d6d8b74377be7784e,2
1298932442,323417,1,6d6bdb0adf1a10d1c41abe3cf606e37259fdb18dcc9c2fbadbe4222d0c9b126f,2
1298932442,323419,1,b401c167697d2a409c32ccd4bf4a4086fde95a163cfbd48c3096a2724534d6b7,2
1298932442,323424,1,04b9f692869f27dc7463495301bb613188266da3239f2cae485fb3ee2d25c1c7,2
1298932442,323418,1,d7b31564c8d3ae51009ab3a425803f20f21b3fc2faafd9b04698334762be896b,1
1298932442,323429,1,34ca344b7dca69ac165b4182eefab87e978d54c4d58050d2a58176ef22c4ef8a,2
1298932442,323422,1,35567c8aa8fa7267de3645c28ffb389b932ee25c820260d800c3a45b914ac25a,2
1298932442,323420,1,e90d82d0d4d99f62cb41d8260c4bd4178db54dc172847f9b37f780a7a3bbd74d,2
1298932442,323426,1,cec7f9aef0d176930d9ff9d111ef6f50b3f6605d0afcf9241251a877e0a54d6e,2
1298932442,323421,1,fee9c15e8c8e98f9e723469d201cfea33c4de8964e612249dab3b5790e3d66bb,2
1298932442,323423,1,de058e9b3bf33e68e420fc98ea64d3028d13fb810527239d6b030e2453c76b70,2
1298932442,323430,20,5dad34b7c6d11a36e4a6bfa4a286d9b9fab1cf30e0223f5f82c9ee89bb0bc6b1,1
1298932442,323425,1,9c249a66041198a063d82d7c408562d70d0a18c6787d09d0c61b3d35147d9c93,2
1298932442,323427,1,023f71970189523975e916e808b125d3712374f41317c7bcfaa96818c12e77c5,2
1298932442,323428,1,0941f4a3c9c4421c36fab8e9cfc8c28a50f3191e7996d5e74e71fd42680837a2,2
1298932442,323432,2,bb96addde4b26384312fcc2f2a8853640b1cee23b108f8d5ae6b4b578bdcf8e4,2
1298929120,323411,1,1152b3f01d93bf61080838f68793f14952968e278447ee38a72822e9facdc4a3,1
1298929120,323401,1,bb79a3928d081e06eae6a2c7a6b93a5b15e238331ff4c44d65d6507bceade06a,1
1298929120,323402,1,60ddccbae522b167fe51cea7c59fa8ffa82b63c74774c2b07435474f4c0d033a,2
1298929120,323403,1,d588643ebe9c2403469a995078f3709ee8ecdc7864eba2ab49130426e740c903,2
1298929120,323404,1,f6012a9a4aa514f34c790aea9addd57aeef290d5b7523944c0825d844b31c969,1
1298929120,323405,1,9296f117336c09530a72100e8bd2ad3e94242cd98a5720ed8eb7698958c67650,2
1298929120,323408,1,e90a0d98d7a98309bf8cd066e5504e38587ef32a437ff7875a4527f1c8c0f450,2
1298929120,323406,1,3b6afcf6677382dac1904e0a450bc15edfb12ddeee9f421c2726e4d329909fb4,2
